frame_number,id,group_name,group_num,x,y,width,height,isDeputy,confidence,isGT,debug_data
551,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
557,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
563,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
569,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
575,49,none,49,0.43333,0.05185,0.33472,0.80741,-1,-1,1,-1
581,49,none,49,0.35347,0.04907,0.32083,0.79074,-1,-1,1,-1
581,48,none,48,0.25694,0.01481,0.33264,0.54444,-1,-1,1,-1
587,49,none,49,0.34514,0.06667,0.31042,0.74074,-1,-1,1,-1
587,48,none,48,0.12778,0.00741,0.36736,0.48519,-1,-1,1,-1
593,49,none,49,0.37222,0.04074,0.31667,0.77037,-1,-1,1,-1
599,49,none,49,0.38819,0.03704,0.33472,0.76296,-1,-1,1,-1
605,49,none,49,0.39167,0.03704,0.33264,0.75741,-1,-1,1,-1
611,49,none,49,0.37708,0.00833,0.32847,0.74444,-1,-1,1,-1
617,49,none,49,0.34931,0.00741,0.36736,0.73056,-1,-1,1,-1
623,49,none,49,0.34028,0.00741,0.32639,0.74630,-1,-1,1,-1
629,49,none,49,0.36736,0.01111,0.30139,0.70463,-1,-1,1,-1
635,49,none,49,0.38125,0.01204,0.31042,0.70833,-1,-1,1,-1
641,49,none,49,0.38611,0.01111,0.31458,0.72685,-1,-1,1,-1
647,49,none,49,0.38542,0.00463,0.34028,0.77407,-1,-1,1,-1
653,49,none,49,0.40833,0.01481,0.30972,0.71204,-1,-1,1,-1
659,49,none,49,0.39861,0.01111,0.32292,0.71574,-1,-1,1,-1
665,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
671,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
677,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
683,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
689,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
695,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
701,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
707,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
713,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
719,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
725,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
731,-1,none,-1,-1,-1,-1,-1,-1,-1,1,-1
737,49,none,49,0.39792,0.09259,0.27292,0.67037,-1,-1,1,-1
743,49,none,49,0.41458,0.11111,0.28542,0.67130,-1,-1,1,-1
749,49,none,49,0.42500,0.09815,0.28611,0.66111,-1,-1,1,-1
755,49,none,49,0.42431,0.08148,0.30347,0.66759,-1,-1,1,-1
761,49,none,49,0.42222,0.05185,0.31389,0.68611,-1,-1,1,-1
767,49,none,49,0.42431,0.05278,0.30972,0.70093,-1,-1,1,-1
773,49,none,49,0.42500,0.02222,0.30625,0.66389,-1,-1,1,-1
779,49,none,49,0.44931,0.01852,0.30764,0.66019,-1,-1,1,-1
785,49,none,49,0.42500,0.02593,0.32083,0.67407,-1,-1,1,-1
791,49,none,49,0.42639,0.07778,0.29306,0.67870,-1,-1,1,-1
797,49,none,49,0.40000,0.09815,0.30556,0.67037,-1,-1,1,-1
803,49,none,49,0.40486,0.07130,0.30347,0.69630,-1,-1,1,-1
809,49,none,49,0.39375,0.10556,0.29306,0.66389,-1,-1,1,-1
815,49,none,49,0.38403,0.10741,0.28750,0.65278,-1,-1,1,-1
821,49,none,49,0.37917,0.10926,0.28819,0.64167,-1,-1,1,-1
827,49,none,49,0.35556,0.10556,0.32083,0.66389,-1,-1,1,-1
833,49,none,49,0.37153,0.10926,0.28819,0.64537,-1,-1,1,-1
839,51,none,51,0.45625,0.01944,0.39653,0.70463,-1,-1,1,-1
839,50,none,50,0.16528,0.32037,0.25694,0.51574,-1,-1,1,-1
839,617,none,617,0.80833,0.42037,0.17917,0.41667,-1,-1,1,-1
845,50,none,50,0.16042,0.33333,0.26736,0.56481,-1,-1,1,-1
845,617,none,617,0.80417,0.43889,0.18472,0.36296,-1,-1,1,-1
845,51,none,51,0.45903,0.04815,0.39236,0.73426,-1,-1,1,-1
851,50,none,50,0.14792,0.33519,0.24306,0.50093,-1,-1,1,-1
851,51,none,51,0.46319,0.05926,0.37361,0.68981,-1,-1,1,-1
851,617,none,617,0.79514,0.43889,0.19583,0.35000,-1,-1,1,-1
857,51,none,51,0.43958,0.05185,0.41042,0.74630,-1,-1,1,-1
857,50,none,50,0.14028,0.34815,0.26250,0.50833,-1,-1,1,-1
857,617,none,617,0.80000,0.45278,0.19167,0.33519,-1,-1,1,-1
863,51,none,51,0.44306,0.04907,0.40000,0.74815,-1,-1,1,-1
863,50,none,50,0.13819,0.34259,0.26111,0.50463,-1,-1,1,-1
863,617,none,617,0.81389,0.42407,0.17917,0.37500,-1,-1,1,-1
869,50,none,50,0.13333,0.34259,0.26528,0.52222,-1,-1,1,-1
869,51,none,51,0.45417,0.06389,0.37500,0.69630,-1,-1,1,-1
869,617,none,617,0.80764,0.43889,0.18681,0.35926,-1,-1,1,-1
875,50,none,50,0.13819,0.34630,0.26111,0.55000,-1,-1,1,-1
875,51,none,51,0.45417,0.04444,0.38819,0.71574,-1,-1,1,-1
875,617,none,617,0.78403,0.44167,0.20764,0.32593,-1,-1,1,-1
881,51,none,51,0.45903,0.08148,0.39167,0.73056,-1,-1,1,-1
881,617,none,617,0.79583,0.44167,0.20903,0.35926,-1,-1,1,-1
881,50,none,50,0.13958,0.35370,0.26944,0.46759,-1,-1,1,-1
887,50,none,50,0.14792,0.36111,0.24514,0.52593,-1,-1,1,-1
887,51,none,51,0.44931,0.11111,0.39236,0.72593,-1,-1,1,-1
887,617,none,617,0.80000,0.46759,0.19722,0.31852,-1,-1,1,-1
893,50,none,50,0.15903,0.34074,0.23611,0.56111,-1,-1,1,-1
893,51,none,51,0.47153,0.10000,0.37708,0.73333,-1,-1,1,-1
893,617,none,617,0.77778,0.45648,0.21528,0.33148,-1,-1,1,-1
899,50,none,50,0.14583,0.34074,0.26319,0.49352,-1,-1,1,-1
899,51,none,51,0.46597,0.11852,0.39583,0.68611,-1,-1,1,-1
899,617,none,617,0.79722,0.43056,0.19931,0.36481,-1,-1,1,-1
905,51,none,51,0.45625,0.08704,0.40278,0.74444,-1,-1,1,-1
905,50,none,50,0.13403,0.34074,0.27569,0.50833,-1,-1,1,-1
905,617,none,617,0.79792,0.45278,0.19583,0.34444,-1,-1,1,-1
911,50,none,50,0.13819,0.35000,0.26250,0.52963,-1,-1,1,-1
911,51,none,51,0.43750,0.07407,0.41528,0.76296,-1,-1,1,-1
911,617,none,617,0.76736,0.45185,0.23056,0.34815,-1,-1,1,-1
917,50,none,50,0.13819,0.33704,0.25903,0.51111,-1,-1,1,-1
917,51,none,51,0.45764,0.05926,0.38611,0.65278,-1,-1,1,-1
917,617,none,617,0.80347,0.44907,0.19306,0.33333,-1,-1,1,-1
923,49,none,49,0.37222,0.08889,0.28194,0.67130,-1,-1,1,-1
929,49,none,49,0.36806,0.10000,0.28125,0.65278,-1,-1,1,-1
935,49,none,49,0.36528,0.04907,0.30000,0.68889,-1,-1,1,-1
941,49,none,49,0.39167,0.01944,0.30625,0.65000,-1,-1,1,-1
947,49,none,49,0.40903,0.01204,0.31389,0.64630,-1,-1,1,-1
953,49,none,49,0.42500,0.01111,0.30625,0.59352,-1,-1,1,-1
959,49,none,49,0.41667,0.00741,0.32014,0.61204,-1,-1,1,-1
965,49,none,49,0.42014,0.02963,0.28611,0.65648,-1,-1,1,-1
971,49,none,49,0.39028,0.08148,0.28750,0.67778,-1,-1,1,-1
977,49,none,49,0.36736,0.09630,0.29792,0.68611,-1,-1,1,-1
983,49,none,49,0.33264,0.10556,0.32708,0.66111,-1,-1,1,-1
989,49,none,49,0.35139,0.10556,0.29167,0.67778,-1,-1,1,-1
995,49,none,49,0.35694,0.11111,0.29306,0.66759,-1,-1,1,-1
1001,49,none,49,0.34097,0.09815,0.33125,0.71481,-1,-1,1,-1
1007,49,none,49,0.35903,0.09074,0.29514,0.67500,-1,-1,1,-1
1013,49,none,49,0.36597,0.10185,0.29306,0.65741,-1,-1,1,-1
1019,49,none,49,0.36111,0.06389,0.32500,0.72593,-1,-1,1,-1
1025,49,none,49,0.38125,0.09630,0.29306,0.67037,-1,-1,1,-1
1031,49,none,49,0.35764,0.09815,0.31181,0.67037,-1,-1,1,-1
1037,49,none,49,0.35486,0.10185,0.30139,0.65000,-1,-1,1,-1
1043,49,none,49,0.35972,0.09815,0.27708,0.66759,-1,-1,1,-1
1049,49,none,49,0.34861,0.11296,0.29167,0.67037,-1,-1,1,-1
1055,49,none,49,0.36181,0.09444,0.29028,0.66667,-1,-1,1,-1
1061,49,none,49,0.36111,0.04815,0.31597,0.66667,-1,-1,1,-1
1067,49,none,49,0.37778,0.02222,0.29583,0.61574,-1,-1,1,-1
1073,49,none,49,0.37500,0.01852,0.30764,0.66111,-1,-1,1,-1
1079,49,none,49,0.39792,0.00741,0.28611,0.67130,-1,-1,1,-1
1085,49,none,49,0.39583,0.00833,0.29375,0.63426,-1,-1,1,-1
1091,52,none,52,0.24653,0.12593,0.20972,0.45278,-1,-1,1,-1
1091,54,none,54,0.89583,0.00093,0.10069,0.26667,-1,-1,1,-1
1091,53,none,53,0.61319,0.12407,0.25417,0.60926,-1,-1,1,-1
1097,52,none,52,0.23194,0.12593,0.22153,0.45278,-1,-1,1,-1
1097,53,none,53,0.61319,0.13333,0.23611,0.52037,-1,-1,1,-1
1097,54,none,54,0.90417,0.00741,0.09236,0.27407,-1,-1,1,-1
1103,54,none,54,0.87917,0.00093,0.11528,0.26019,-1,-1,1,-1
1103,53,none,53,0.61389,0.14074,0.20556,0.49259,-1,-1,1,-1
1103,52,none,52,0.22639,0.13333,0.23889,0.45556,-1,-1,1,-1
1109,52,none,52,0.22778,0.13333,0.22153,0.45648,-1,-1,1,-1
1109,53,none,53,0.60556,0.14259,0.24306,0.55741,-1,-1,1,-1
1109,54,none,54,0.88125,0.00000,0.11528,0.28519,-1,-1,1,-1
1115,52,none,52,0.22431,0.13333,0.23472,0.47130,-1,-1,1,-1
1115,53,none,53,0.59306,0.14444,0.26042,0.51111,-1,-1,1,-1
1115,54,none,54,0.88125,0.00463,0.11528,0.21944,-1,-1,1,-1
1115,55,none,55,0.59653,0.00093,0.11944,0.19815,-1,-1,1,-1
1121,54,none,54,0.88333,0.00370,0.10972,0.22593,-1,-1,1,-1
1121,53,none,53,0.59653,0.13889,0.24653,0.56481,-1,-1,1,-1
1121,52,none,52,0.23681,0.12963,0.21181,0.47037,-1,-1,1,-1
1121,55,none,55,0.61181,0.00000,0.10764,0.17130,-1,-1,1,-1
1127,52,none,52,0.22778,0.12778,0.21806,0.47500,-1,-1,1,-1
1127,53,none,53,0.60556,0.15370,0.23819,0.48611,-1,-1,1,-1
1127,55,none,55,0.62014,0.00000,0.09306,0.16389,-1,-1,1,-1
1133,52,none,52,0.23472,0.12778,0.21319,0.49722,-1,-1,1,-1
1133,53,none,53,0.60278,0.14444,0.23611,0.49722,-1,-1,1,-1
1133,54,none,54,0.88958,0.00370,0.10278,0.18704,-1,-1,1,-1
1133,55,none,55,0.60764,0.00463,0.13542,0.17130,-1,-1,1,-1
1139,53,none,53,0.60139,0.11852,0.23194,0.56667,-1,-1,1,-1
1139,52,none,52,0.22569,0.13333,0.21597,0.46019,-1,-1,1,-1
1139,54,none,54,0.89236,0.00093,0.10139,0.18981,-1,-1,1,-1
1139,55,none,55,0.59861,0.00093,0.12708,0.19074,-1,-1,1,-1
1145,52,none,52,0.21944,0.14630,0.21736,0.46389,-1,-1,1,-1
1145,53,none,53,0.59722,0.16759,0.23194,0.46389,-1,-1,1,-1
1145,55,none,55,0.61597,0.00000,0.10764,0.18333,-1,-1,1,-1
1145,54,none,54,0.85556,0.00370,0.13750,0.31481,-1,-1,1,-1
1151,53,none,53,0.60278,0.12963,0.24306,0.58519,-1,-1,1,-1
1151,52,none,52,0.22431,0.12963,0.22222,0.53704,-1,-1,1,-1
1151,55,none,55,0.61111,0.00000,0.14792,0.20556,-1,-1,1,-1
1151,54,none,54,0.88125,0.00741,0.11597,0.23056,-1,-1,1,-1
1157,52,none,52,0.23819,0.12593,0.21806,0.49630,-1,-1,1,-1
1157,55,none,55,0.61111,0.00370,0.12500,0.20185,-1,-1,1,-1
1157,53,none,53,0.60556,0.13889,0.24236,0.54444,-1,-1,1,-1
1157,54,none,54,0.89653,0.00741,0.10069,0.19444,-1,-1,1,-1
1163,53,none,53,0.60972,0.12593,0.25625,0.51852,-1,-1,1,-1
1163,52,none,52,0.22847,0.12593,0.23264,0.47407,-1,-1,1,-1
1163,55,none,55,0.62361,0.00000,0.10764,0.17870,-1,-1,1,-1
1163,54,none,54,0.87708,0.00556,0.12222,0.24074,-1,-1,1,-1
1169,53,none,53,0.61736,0.12037,0.26250,0.56111,-1,-1,1,-1
1169,52,none,52,0.22847,0.14074,0.21181,0.47500,-1,-1,1,-1
1169,55,none,55,0.63125,0.00370,0.11597,0.20556,-1,-1,1,-1
1169,54,none,54,0.88750,0.00370,0.10764,0.26759,-1,-1,1,-1
1175,53,none,53,0.61389,0.11296,0.26250,0.50370,-1,-1,1,-1
1175,52,none,52,0.23611,0.13519,0.20556,0.47778,-1,-1,1,-1
1175,55,none,55,0.64375,0.00093,0.11597,0.13704,-1,-1,1,-1
1181,55,none,55,0.62917,0.00000,0.11111,0.16019,-1,-1,1,-1
1181,52,none,52,0.24514,0.12222,0.22986,0.45556,-1,-1,1,-1
1181,53,none,53,0.61944,0.10000,0.27500,0.50463,-1,-1,1,-1
1181,850,none,850,0.00000,0.00741,0.11319,0.19444,-1,-1,1,-1
1187,52,none,52,0.28194,0.13148,0.20208,0.41944,-1,-1,1,-1
1187,53,none,53,0.61944,0.13704,0.25625,0.47407,-1,-1,1,-1
1187,55,none,55,0.62778,0.00370,0.11528,0.14630,-1,-1,1,-1
1187,850,none,850,0.00208,0.00370,0.10486,0.21296,-1,-1,1,-1
1193,52,none,52,0.28333,0.10556,0.20417,0.44907,-1,-1,1,-1
1193,53,none,53,0.62500,0.12037,0.24306,0.55741,-1,-1,1,-1
1193,55,none,55,0.63542,0.00926,0.11806,0.16481,-1,-1,1,-1
1193,850,none,850,0.00278,0.00741,0.11181,0.25648,-1,-1,1,-1
1199,52,none,52,0.28750,0.12222,0.19792,0.44444,-1,-1,1,-1
1199,53,none,53,0.60556,0.09815,0.25903,0.50370,-1,-1,1,-1
1199,55,none,55,0.60694,0.00278,0.15417,0.15741,-1,-1,1,-1
1199,850,none,850,0.00486,0.00463,0.12014,0.23796,-1,-1,1,-1
1205,52,none,52,0.28819,0.13889,0.20347,0.41296,-1,-1,1,-1
1205,53,none,53,0.62014,0.13889,0.23681,0.42037,-1,-1,1,-1
1205,55,none,55,0.61736,0.00370,0.10556,0.13704,-1,-1,1,-1
1205,850,none,850,0.00903,0.00000,0.12361,0.23796,-1,-1,1,-1
1211,52,none,52,0.27292,0.14444,0.21111,0.43426,-1,-1,1,-1
1211,53,none,53,0.61944,0.12037,0.24444,0.53519,-1,-1,1,-1
1211,55,none,55,0.62153,0.00093,0.11181,0.15370,-1,-1,1,-1
1211,54,none,54,0.88958,0.00833,0.10069,0.28148,-1,-1,1,-1
1211,850,none,850,0.02500,0.01111,0.11736,0.27037,-1,-1,1,-1
1217,53,none,53,0.62153,0.14444,0.24028,0.48519,-1,-1,1,-1
1217,52,none,52,0.29514,0.14074,0.19583,0.42407,-1,-1,1,-1
1217,850,none,850,0.04375,0.00093,0.11736,0.23333,-1,-1,1,-1
1217,55,none,55,0.61806,0.00093,0.12986,0.19815,-1,-1,1,-1
1217,855,none,855,0.17431,0.00000,0.05833,0.10556,-1,-1,1,-1
1223,53,none,53,0.62361,0.13333,0.23819,0.46667,-1,-1,1,-1
1223,52,none,52,0.28403,0.14444,0.22361,0.45278,-1,-1,1,-1
1223,55,none,55,0.61806,0.00093,0.12014,0.16852,-1,-1,1,-1
1223,850,none,850,0.05000,0.01852,0.10972,0.22315,-1,-1,1,-1
1229,55,none,55,0.62500,0.00000,0.13333,0.20556,-1,-1,1,-1
1229,52,none,52,0.31458,0.13889,0.19306,0.46389,-1,-1,1,-1
1229,53,none,53,0.62222,0.15278,0.23819,0.44167,-1,-1,1,-1
1229,850,none,850,0.06806,0.01944,0.11528,0.22315,-1,-1,1,-1
1229,54,none,54,0.88403,0.00741,0.10972,0.27130,-1,-1,1,-1
1229,855,none,855,0.18958,0.00741,0.06806,0.11852,-1,-1,1,-1
1235,52,none,52,0.32292,0.16481,0.19931,0.40556,-1,-1,1,-1
1235,53,none,53,0.62569,0.15370,0.23194,0.52037,-1,-1,1,-1
1235,55,none,55,0.63750,0.00000,0.10278,0.17963,-1,-1,1,-1
1235,54,none,54,0.88750,0.00741,0.10278,0.24167,-1,-1,1,-1
1235,850,none,850,0.08611,0.02685,0.11181,0.21296,-1,-1,1,-1
1235,851,none,851,0.00208,0.05185,0.09236,0.19352,-1,-1,1,-1
1235,855,none,855,0.20347,0.00093,0.06389,0.12037,-1,-1,1,-1
1241,52,none,52,0.33611,0.16759,0.18333,0.39444,-1,-1,1,-1
1241,53,none,53,0.62917,0.16111,0.22778,0.48148,-1,-1,1,-1
1241,55,none,55,0.63819,0.00000,0.11806,0.19722,-1,-1,1,-1
1241,54,none,54,0.86944,0.00741,0.12222,0.30370,-1,-1,1,-1
1241,850,none,850,0.10069,0.03796,0.10278,0.19074,-1,-1,1,-1
1241,851,none,851,0.00417,0.05926,0.09306,0.21296,-1,-1,1,-1
1241,855,none,855,0.21181,0.00741,0.06458,0.13519,-1,-1,1,-1
1247,53,none,53,0.63125,0.18981,0.22222,0.40185,-1,-1,1,-1
1247,52,none,52,0.34097,0.17870,0.18333,0.39352,-1,-1,1,-1
1247,55,none,55,0.64167,0.00000,0.09722,0.20833,-1,-1,1,-1
1247,54,none,54,0.88542,0.01852,0.10556,0.30741,-1,-1,1,-1
1247,850,none,850,0.11389,0.04815,0.08472,0.23056,-1,-1,1,-1
1247,851,none,851,0.01111,0.07593,0.09236,0.20926,-1,-1,1,-1
1253,52,none,52,0.34514,0.19444,0.19097,0.35556,-1,-1,1,-1
1253,53,none,53,0.62500,0.20185,0.22847,0.45556,-1,-1,1,-1
1253,851,none,851,0.02361,0.08889,0.08056,0.18704,-1,-1,1,-1
1253,850,none,850,0.12778,0.06667,0.09236,0.15648,-1,-1,1,-1
1253,855,none,855,0.23264,0.03333,0.04514,0.09074,-1,-1,1,-1
1253,55,none,55,0.63611,0.00741,0.12917,0.18704,-1,-1,1,-1
1253,54,none,54,0.87500,0.02222,0.12361,0.29352,-1,-1,1,-1
1259,52,none,52,0.34722,0.19815,0.18889,0.37500,-1,-1,1,-1
1259,53,none,53,0.63542,0.19352,0.21736,0.40185,-1,-1,1,-1
1259,55,none,55,0.65000,0.00741,0.10278,0.18333,-1,-1,1,-1
1259,851,none,851,0.04028,0.08704,0.07500,0.16852,-1,-1,1,-1
1259,850,none,850,0.12778,0.07130,0.09028,0.19815,-1,-1,1,-1
1259,855,none,855,0.23194,0.01852,0.06458,0.13704,-1,-1,1,-1
1259,854,none,854,0.33125,0.00370,0.07917,0.15000,-1,-1,1,-1
1259,54,none,54,0.88542,0.02315,0.10972,0.28241,-1,-1,1,-1
1265,55,none,55,0.64444,0.00370,0.10972,0.20463,-1,-1,1,-1
1265,52,none,52,0.34444,0.20463,0.18750,0.36481,-1,-1,1,-1
1265,53,none,53,0.63542,0.20556,0.21736,0.39352,-1,-1,1,-1
1265,53,none,53,0.87222,0.03426,0.12014,0.28519,-1,-1,1,-1
1265,850,none,850,0.13333,0.08148,0.09722,0.20463,-1,-1,1,-1
1265,851,none,851,0.04167,0.08519,0.10139,0.21204,-1,-1,1,-1
1265,854,none,854,0.33056,0.00000,0.08472,0.17593,-1,-1,1,-1
1265,855,none,855,0.24514,0.03333,0.06250,0.16852,-1,-1,1,-1
1271,52,none,52,0.36528,0.20185,0.15833,0.36852,-1,-1,1,-1
1271,53,none,53,0.63611,0.20556,0.20000,0.41296,-1,-1,1,-1
1271,55,none,55,0.64375,0.00463,0.12500,0.20185,-1,-1,1,-1
1271,54,none,54,0.88333,0.04167,0.09653,0.27037,-1,-1,1,-1
1271,850,none,850,0.14167,0.08148,0.10347,0.17593,-1,-1,1,-1
1271,851,none,851,0.05139,0.10741,0.09028,0.19352,-1,-1,1,-1
1271,854,none,854,0.33472,0.00370,0.09028,0.17222,-1,-1,1,-1
1271,856,none,856,0.17222,0.01111,0.06181,0.11111,-1,-1,1,-1
1271,855,none,855,0.25000,0.04444,0.05833,0.12407,-1,-1,1,-1
1271,857,none,857,0.10347,0.02222,0.06597,0.12407,-1,-1,1,-1
1277,52,none,52,0.35486,0.20556,0.17222,0.35741,-1,-1,1,-1
1277,53,none,53,0.62500,0.19815,0.21806,0.46667,-1,-1,1,-1
1277,55,none,55,0.64375,0.00463,0.10278,0.20926,-1,-1,1,-1
1277,851,none,851,0.05208,0.11481,0.07708,0.15370,-1,-1,1,-1
1277,850,none,850,0.15208,0.08704,0.08264,0.15370,-1,-1,1,-1
1277,54,none,54,0.85972,0.01481,0.13403,0.29352,-1,-1,1,-1
1277,854,none,854,0.34444,0.00370,0.07292,0.11852,-1,-1,1,-1
1283,52,none,52,0.34861,0.19815,0.17847,0.37963,-1,-1,1,-1
1283,55,none,55,0.62986,0.00833,0.12500,0.22593,-1,-1,1,-1
1283,53,none,53,0.60903,0.20926,0.21528,0.39815,-1,-1,1,-1
1283,54,none,54,0.85486,0.03056,0.13194,0.30556,-1,-1,1,-1
1283,850,none,850,0.14792,0.08519,0.09444,0.17500,-1,-1,1,-1
1283,851,none,851,0.06250,0.09259,0.07847,0.19815,-1,-1,1,-1
1283,854,none,854,0.33264,0.00370,0.08125,0.10370,-1,-1,1,-1
1283,856,none,856,0.17708,0.01481,0.06667,0.12222,-1,-1,1,-1
1283,855,none,855,0.25208,0.04537,0.06250,0.14074,-1,-1,1,-1
1289,52,none,52,0.35903,0.20556,0.15833,0.34815,-1,-1,1,-1
1289,53,none,53,0.61111,0.20185,0.21944,0.40185,-1,-1,1,-1
1289,851,none,851,0.06458,0.11481,0.07500,0.12593,-1,-1,1,-1
1289,850,none,850,0.16319,0.09074,0.08611,0.16019,-1,-1,1,-1
1289,55,none,55,0.62917,0.01574,0.12222,0.21296,-1,-1,1,-1
1295,53,none,53,0.62153,0.21944,0.20000,0.35556,-1,-1,1,-1
1295,52,none,52,0.36944,0.20926,0.15833,0.35556,-1,-1,1,-1
1295,55,none,55,0.63750,0.01852,0.10486,0.20926,-1,-1,1,-1
